PAPER_ID,TITLE,AUTHOR,YEAR,JOURNAL,KEYWORDS,SUBJECT,RELATED_PERSON,RELATED_JIAYI_SECTION,SOURCE_ASSET_ID
PAPER-HFM-A000325,547-胸痹心痛的病名演变,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000325
PAPER-HFM-A000326,548-针刺长强穴为主治疗神经系统疾病验案2则,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000326
PAPER-HFM-A000327,549-关于髓会所在的思考,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000327
PAPER-HFM-A000328,55-《针灸甲乙经》中心痛的疗法特点分析,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000328
PAPER-HFM-A000329,550-王冰次注《素问》条例简析,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000329
PAPER-HFM-A000330,551-浅谈人迎穴的应用,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000330
PAPER-HFM-A000331,552-环跳穴的临床应用,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000331
PAPER-HFM-A000332,553-古《明堂经》考析,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000332
PAPER-HFM-A000333,554-瘢痕灸预防脑血管病的复发,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000333
PAPER-HFM-A000334,555-完骨穴的临床应用举隅,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000334
PAPER-HFM-A000335,556-百会穴的临床应用浅析,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000335
PAPER-HFM-A000336,557-析哑门穴,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000336
PAPER-HFM-A000337,558-穴法派的形成与发展,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000337
PAPER-HFM-A000338,559-独取神阙穴临床应用体会,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000338
PAPER-HFM-A000339,56-浅析《针灸甲乙经》中带下病的针灸治疗,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000339
PAPER-HFM-A000340,560-化脓灸疗法临床应用及研究概况,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000340
PAPER-HFM-A000341,561-支沟穴的临床应用体会,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000341
PAPER-HFM-A000342,563-调达全身阴阳气血之会——大椎穴,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000342
PAPER-HFM-A000343,564-临床放血疗法举隅,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000343
PAPER-HFM-A000344,565-率然之谷解头痛,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000344
PAPER-HFM-A000345,566-从郄穴论治带状疱疹急性期疼痛的思路探析,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000345
PAPER-HFM-A000346,567-强健人体_根基_——_建里穴,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000346
PAPER-HFM-A000347,568-关于龈交穴与上唇系带的探讨,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000347
PAPER-HFM-A000348,569-肾经然谷六的效用,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000348
PAPER-HFM-A000349,57-《针灸甲乙经》治热病选穴规律探析,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000349
PAPER-HFM-A000350,"570-巧用穴位,护眼养",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000350
PAPER-HFM-A000351,571-浅析环跳取穴与针刺特点,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000351
PAPER-HFM-A000352,572-火针在皮肤病中的临床应用,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000352
PAPER-HFM-A000353,573经络和穴位是如何发现的_,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000353
PAPER-HFM-A000354,574-腹结穴的临床应用,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000354
PAPER-HFM-A000355,575-_脱疽_的历史演变及现代意义,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000355
PAPER-HFM-A000356,576-身柱穴的临床蜂针治疗功用,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000356
PAPER-HFM-A000357,577-《灵枢·刺节真邪》古诗《凡刺痈邪勿迎陇》义证,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000357
PAPER-HFM-A000358,578关于胸部胃经循行与其经穴关系的思考,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000358
PAPER-HFM-A000359,579-风池穴临床应用研究,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000359
PAPER-HFM-A000360,58-《针灸甲乙经》_知__纂_考,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000360
PAPER-HFM-A000361,581-医圣_张仲景,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000361
PAPER-HFM-A000362,582-远道取穴法临床运用三则,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000362
PAPER-HFM-A000363,583-以前带下病症文献整理研究,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000363
PAPER-HFM-A000364,584-浅谈人迎穴治疗咽部疾病,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000364
PAPER-HFM-A000365,585-周庆教授舌针临床经验撷要,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000365
PAPER-HFM-A000366,586-从肾虚角度探究痴呆的病因病机,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000366
PAPER-HFM-A000367,587-王丽平巧用率谷穴_一穴三透法_治疗不同疾病,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000367
PAPER-HFM-A000368,588-三阴交穴临床应用举隅,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000368
PAPER-HFM-A000369,589-试论_经脉、络脉是同时运行的两套系统_,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000369
PAPER-HFM-A000370,59-《针灸甲乙经》对咳嗽的疗法特点分析,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000370
PAPER-HFM-A000371,590-浅谈中药的煎服方法,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000371
PAPER-HFM-A000372,591-针刺中脘穴治疗胃痛83例,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000372
PAPER-HFM-A000373,592-中药煎煮的正确方法与注意事项,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000373
PAPER-HFM-A000374,593-上星穴浅析,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000374
PAPER-HFM-A000375,594-悬钟穴的临床应用,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000375
PAPER-HFM-A000376,595-浅析迎香穴治疗胆道蛔虫症,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000376
PAPER-HFM-A000377,596-浅谈神阙穴拔罐养生,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000377
PAPER-HFM-A000378,597-皇甫谧哲学思想刍议,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,皇甫谧,UNKNOWN,HFM-A000378
PAPER-HFM-A000379,598-悬钟穴临床应用举隅,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000379
PAPER-HFM-A000380,599-针刺治疗奔豚气1例,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000380
PAPER-HFM-A000381,6-《针灸甲乙经》针灸禁忌浅析,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000381
PAPER-HFM-A000382,60-浅析《针灸甲乙经》中蕴含的调和思想,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000382
PAPER-HFM-A000383,600-刘衡如《灵枢经》校注的成就,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000383
PAPER-HFM-A000384,601-矢志苦学皇甫谧终成大家,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,皇甫谧,UNKNOWN,HFM-A000384
PAPER-HFM-A000385,602-《伤寒论》针刺取穴与配穴浅析,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000385
PAPER-HFM-A000386,603-百会穴的临证应用及实验研究,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000386
PAPER-HFM-A000387,604-风门穴的临床应用,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000387
PAPER-HFM-A000388,605-刘冠军针挑疗法治验介绍,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000388
PAPER-HFM-A000389,607-下关穴的应用,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000389
PAPER-HFM-A000390,608-环跳穴的应用,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000390
PAPER-HFM-A000391,609-左病治右_法临床运用概况,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000391
PAPER-HFM-A000392,61-浅析《针灸甲乙经》之郄穴的价值,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000392
PAPER-HFM-A000393,610-缪刺_与_巨刺_辨析,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000393
PAPER-HFM-A000394,611-翳风穴及其临床应用,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000394
PAPER-HFM-A000395,612-背腧穴浅析,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000395
PAPER-HFM-A000396,613-五输穴的临床应用,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000396
PAPER-HFM-A000397,614-中药剂型改革的现状及思考,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000397
PAPER-HFM-A000398,615-肝经取穴治疗腰椎骨质增生76例,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000398
PAPER-HFM-A000399,616-张灿玾对经典医籍研究的贡献,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000399
PAPER-HFM-A000400,617-临床放血疗法举隅,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000400
PAPER-HFM-A000401,618-率然之谷解头痛,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000401
PAPER-HFM-A000402,619-从郄穴论治带状疱疹急性期疼痛的思路探析,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000402
PAPER-HFM-A000403,62-建国后出版的《针灸甲乙经》目录学梳理,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000403
PAPER-HFM-A000404,620-强健人体_根基_——_建里穴,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000404
PAPER-HFM-A000405,621-关于龈交穴与上唇系带的探讨,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000405
PAPER-HFM-A000406,622-肾经然谷六的效用,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000406
PAPER-HFM-A000407,"623-巧用穴位,护眼养",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000407
PAPER-HFM-A000408,624-涌泉穴烧山火法的临床应用,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000408
PAPER-HFM-A000409,625-刘衡如先生《康城十咏》(一),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000409
PAPER-HFM-A000410,626-内关穴临床应用举隅,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000410
PAPER-HFM-A000411,627-浅析影响中药汤剂疗效的原因,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000411
PAPER-HFM-A000412,628-三阴交穴在妇科中的应用,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000412
PAPER-HFM-A000413,629-翳风穴证治机理浅探,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000413
PAPER-HFM-A000414,630-从王粲病案谈到《黄帝内经》,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000414
PAPER-HFM-A000415,631-浅议杨兆钢芒针学术思想,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000415
PAPER-HFM-A000417,634-脱疽_的历史演变及现代意义,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000417
PAPER-HFM-A000419,64-《针灸甲乙经》之汗症选穴思路刍议,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000419
PAPER-HFM-A000422,645定喘、天突穴平喘作用及机制研究进展,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000422
PAPER-HFM-A000424,647-李志道教授太溪穴定位与临床应用拾贝,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000424
PAPER-HFM-A000425,648-井穴的施术方法考,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000425
PAPER-HFM-A000426,649-翳风穴临床应用体会,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000426
PAPER-HFM-A000427,65-《针灸甲乙经》甲乙两字之我见,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000427
PAPER-HFM-A000429,652-论肾风病的现代观,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000429
PAPER-HFM-A000430,653-宋校本《千金要方》增补文献初考,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000430
PAPER-HFM-A000431,654-壮医脐环穴的历史渊源、理论基础与临床研究,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000431
PAPER-HFM-A000432,655-手三里六临床应用,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000432
PAPER-HFM-A000433,656-孙思邈_“药王”桂冠的由来,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000433
PAPER-HFM-A000434,657-考“(宀免)”,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000434
PAPER-HFM-A000435,658-膻中穴的古今研究,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000435
PAPER-HFM-A000436,659-上星穴的临床应用,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000436
PAPER-HFM-A000437,66-《针灸甲乙经》胸痹心痛的诊治特点探析,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000437
PAPER-HFM-A000438,660-率谷六临床应用,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000438
PAPER-HFM-A000439,661-艾灸地机穴治疗原发性痛经,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000439
PAPER-HFM-A000440,662-浅谈针刺与艾灸并用,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000440
PAPER-HFM-A000442,664-李志道教授冲门穴定位存异及临床应用_杨俊涛,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000442
PAPER-HFM-A000443,665-次髎穴的临床应用,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000443
PAPER-HFM-A000444,666-对“头不可多灸”的认识_高希言,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000444
PAPER-HFM-A000445,"667-人中穴,不只是用于急救",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000445
PAPER-HFM-A000446,668-针刺在中医急症中的应用,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000446
PAPER-HFM-A000447,67-《针灸甲乙经》论治溏泄下痢的探析,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000447
PAPER-HFM-A000448,670-大肠俞的临床应用,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000448
PAPER-HFM-A000449,671-百会穴的蜂针临床应用,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000449
PAPER-HFM-A000452,676-石门以何称丹田_朱中书,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000452
PAPER-HFM-A000453,678-针药结合治疗抽动秽语综合征验案,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000453
PAPER-HFM-A000454,679-关于血海穴简便取穴法准确性的探讨_胡成想,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000454
PAPER-HFM-A000455,68-《针灸甲乙经》对现代针灸临床的影响,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000455
PAPER-HFM-A000456,680-从少商穴文献考证谈井穴之定位_王欣,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000456
PAPER-HFM-A000457,681-中髎穴定位、进针点和操作刍议_李汪,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000457
PAPER-HFM-A000459,686-合谷穴的临床应用_侯乔宽,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000459
PAPER-HFM-A000460,69-《针灸甲乙经》在针灸史上的重要地位,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000460
PAPER-HFM-A000461,690-手少阴心经神门穴对冠心病患者的影响_冷俊艳,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000461
PAPER-HFM-A000462,692-募穴的临床应用及作用机制研究概况_刘小艳,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000462
PAPER-HFM-A000463,693-神阙穴古今临床应用探析_高秀花,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000463
PAPER-HFM-A000465,7-依韵校勘《针灸甲乙经》,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000465
PAPER-HFM-A000466,70-《针灸甲乙经》有关浅刺针法理论的研究探析,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000466
PAPER-HFM-A000469,703- 小小银针扎出好身体 ,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000469
PAPER-HFM-A000470,71-《针灸甲乙经》为中国现存最早类书初探,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000470
PAPER-HFM-A000471,713-解溪穴新悟_刘亮,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000471
PAPER-HFM-A000473,72-《针灸甲乙经》中精神疾病病名浅释,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000473
PAPER-HFM-A000474,720-浮郄穴治疗不寐症机制浅谈_程剑,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000474
PAPER-HFM-A000475,73-《针灸甲乙经》治疗癫病的疗法特点分析,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000475
PAPER-HFM-A000476,730-中脘穴的临床应用概况_秦会帮,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000476
PAPER-HFM-A000477,74-《针灸甲乙经》中《明堂》重言词义考释,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000477
PAPER-HFM-A000478,75-探析《针灸甲乙经》治疗头痛的选穴规律,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000478
PAPER-HFM-A000479,76-《针灸甲乙经》治疗咽喉部病症选穴特点探析,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000479
PAPER-HFM-A000481,77-《针灸甲乙经》中牙痛的诊治特点探析,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000481
PAPER-HFM-A000482,776-三阴交单穴急诊应用_罗丹,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000482
PAPER-HFM-A000483,777-庞安时与《伤寒总病论》_相鲁闽,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000483
PAPER-HFM-A000484,783-吴崑《针方六集》学术思想探析_张倩,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000484
PAPER-HFM-A000485,79-现代针灸学视域下《针灸甲乙经》以部论穴的临床价值,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000485
PAPER-HFM-A000486,793-环跳穴临床应用举隅_郑渝凡,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000486
PAPER-HFM-A000487,8-《针灸甲乙经》之研究现状,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000487
PAPER-HFM-A000488,80-《针灸甲乙经》_搏__搏_正误辨,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000488
PAPER-HFM-A000489,802-杨兆钢调神针刺法治疗焦虑症验案1则_郭士明,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000489
PAPER-HFM-A000493,81-剖析《针灸甲乙经》禁针穴的形态学依据,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000493
PAPER-HFM-A000495,814-敦煌《灸经图》足太阳经理论研究_赵小强,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000495
PAPER-HFM-A000499,82-《针灸甲乙经》的成因及对后世的影响,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000499
PAPER-HFM-A000501,824-“肾藏精”藏象基础理论核心概念诠释_师双斌,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000501
PAPER-HFM-A000506,83-现代针灸学视域下《针灸甲乙经》以部论穴的临床价值 (1),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000506
PAPER-HFM-A000511,837-陈莹教授治疗抗心磷脂抗体所致不孕的经验总结_韩松雪,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000511
PAPER-HFM-A000516,85-探讨《针灸甲乙经》对精神疾病的认识及论治,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000516
PAPER-HFM-A000519,86-《针灸甲乙经》中太冲穴的定位及临床应用,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000519
