ASSET_ID,SOURCE_PATH,SHA256,PAGE_COUNT_IF_AVAILABLE,ENCRYPTION_TYPE_IF_DETECTABLE,TEXT_EXTRACTION_AVAILABLE,OCR_RENDER_AVAILABLE,MANUAL_ACTION_REQUIRED
HFM-A000278,针灸甲乙经/论文/针灸甲乙经/503-历节病并发奔豚病的病机及证治探讨.pdf,6ed96b52736d4a44f77e1711c0e63f312247ae84903d1a9f858e12ea8a3ef96b,5,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000279,针灸甲乙经/论文/针灸甲乙经/504-基于复杂网络的智能配穴数目探讨.pdf,4b4036ef7ecb4be309a6988fd894182eb25b26d7cda0b3cd815def9aaa750241,5,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000281,针灸甲乙经/论文/针灸甲乙经/506-中医名词术语（三）.pdf,ac49816fbbc064563aa45123b095e7987c6c0c8668c72996aab61315c461e825,1,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000285,针灸甲乙经/论文/针灸甲乙经/51-《针灸甲乙经》的针灸理论框架研究.pdf,d52ecc796b256fcf39bae4c54355d2ea0acb3cf54865c60375a1acdd5e172ae7,4,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000289,针灸甲乙经/论文/针灸甲乙经/513-《脉经》脉诊探微.pdf,4f8f1825ac2f337f1c63b126deeb4d552b9b9b0de99c883631923b6384596451,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000290,针灸甲乙经/论文/针灸甲乙经/514-浅谈至阳穴治疗胸痹.pdf,c7191c255d7a616373ee7ef359dc97c51356a25e18d674fb94f83b35c4443791,1,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000291,针灸甲乙经/论文/针灸甲乙经/515-粗针平刺身柱穴治疗肌张力增高验案举隅.pdf,1f3574f8800e9ab82d2bc2d05b30a5d3b5b9d5641c26f5045200f5a483d50736,1,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000294,针灸甲乙经/论文/针灸甲乙经/518-地仓穴定位探赜.pdf,386ce3ffa00562fa56b5b5298abc1411d193d8b260a9bb1694c22866932acad7,1,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000295,针灸甲乙经/论文/针灸甲乙经/519-风池穴治疗眼疾验案举隅.pdf,8a86864cfea496d9f3f17b3a11e9966e7265ef4c803eaa967e79f0188323d635,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000297,针灸甲乙经/论文/针灸甲乙经/520-读《黄帝内经》札记(十).pdf,bff3a1e95a88f7856e14f62d68e733dba76c60cb64d52dee8c7c940a604a35a2,3,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000299,针灸甲乙经/论文/针灸甲乙经/522-头针疗法为主的临床应用研究进展.pdf,355c01a8816fe63988b7c9a505ee7b110fdb6010e1bea24535fdf60eaa6c8bff,4,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000300,针灸甲乙经/论文/针灸甲乙经/523-一针一灸有奇功——贺新编历史剧《皇甫谧》北京展演成功.pdf,42610de3f8c3ef2998ea67606e38d6ded6e30c8fe094c2c9433724453ba935ba,1,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000301,针灸甲乙经/论文/针灸甲乙经/524-原络配穴及其现代临床应用.pdf,330976d8056551dab36c75a8629e599675afe53cbfe25749f671d0b4c257ddb3,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000302,针灸甲乙经/论文/针灸甲乙经/525-水沟穴临证运用举隅.pdf,d9521b040ef942fc606293b490254132d6b8cf4ea331402119c969061924bec4,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000303,针灸甲乙经/论文/针灸甲乙经/526-谈_张仲景见王粲_故事之真伪.pdf,63a3bc7b3ff56212ed3c81832e778cede3d625172b1677178230f143e6948b61,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000304,针灸甲乙经/论文/针灸甲乙经/527-罗灵松老中医临证经验拾贝.pdf,566abe17463db3a0da0e41ba3322ffd28b5c1ddcd3e77f33da9c9b76956e749b,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000305,针灸甲乙经/论文/针灸甲乙经/528-宋人增补《千金要方》内容考证.pdf,7485f7cae827ff0fa13360a39f71ef931e881c09e288a3e21deb1359d0bcd988,3,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000306,针灸甲乙经/论文/针灸甲乙经/529-神阙穴在急症中运用举隅.pdf,1cd6798e80207ab572985fc54d08d4af56bb1c8aa2b8da3ef469bfadf488a7a4,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000307,针灸甲乙经/论文/针灸甲乙经/530-四肢部古代解剖学名词今译.pdf,417b38718f123b943ba5548bbe20ca6bee645a29c90bdc76a65e82d7ab5f186d,3,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000308,针灸甲乙经/论文/针灸甲乙经/531-头针的临床应用与研究进展.pdf,c497a2757679190300118aa88e058f448558502248e196c61f16b3d2e6521afc,3,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000309,针灸甲乙经/论文/针灸甲乙经/532-李平教授水沟穴治验举隅.pdf,635ffb66f8274174ce4e495a9a1c5f170f43db41a30727023e5c488bc3ef64eb,3,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000310,针灸甲乙经/论文/针灸甲乙经/533-论运气_七篇大论_与《素问》的关系.pdf,7bd620b57ab9805e0dc8526bd9b6ec3c22dbc4710bb7d70bb9bdfaa6bab95a39,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000311,针灸甲乙经/论文/针灸甲乙经/534-古代文献中百会穴的记载.pdf,9707e44670ced5af0918f2ea628af8141cff24892f6270a5c6a7b511a28ce335,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000312,针灸甲乙经/论文/针灸甲乙经/535-合谷配穴谈.pdf,8895e836eacba99ce10cb13d334671d4ef88d8962e26a1e0def2d95b03fad7ea,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000313,针灸甲乙经/论文/针灸甲乙经/536-《黄帝内经》论经络学说浅析(下).pdf,db29443d377e0356d781baa1ab95a14c50586266f9040ea483ddd52c2c315b11,4,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000314,针灸甲乙经/论文/针灸甲乙经/537-浅析十二原穴主治作用.pdf,8270365c94041b2e49c955eb76d813a58064b3772ab8ee7826377bfcc5f1d8e8,3,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000315,针灸甲乙经/论文/针灸甲乙经/538-宋以前中医小儿外治法发展概述.pdf,f21089701acc470b67fb77aec39bc7991a74b691aebdc40f7c8790cbee61bba9,4,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000316,针灸甲乙经/论文/针灸甲乙经/539-杨骏教授运用益气养血通络法治疗格林-巴利综合征的经验.pdf,38a65f6935a5e186a1226820cbff09c5aa745c563f46da33969b9b17b9f2d780,3,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000317,针灸甲乙经/论文/针灸甲乙经/54-《黄帝针灸甲乙经》论治妇科疾病浅释.pdf,293f47f6f5dc121c5717da8882d70b94ad1dbd7d978f11ad6a8783a4669eb1f7,3,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000318,针灸甲乙经/论文/针灸甲乙经/540-点按手三里治疗急性腹痛的机制探讨.pdf,693519f2b6c9e31555f58bac3ddcacce3da2490bf84bdda2478adc94b510a977,3,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000319,针灸甲乙经/论文/针灸甲乙经/541-针药并治老年性肺炎验案一则探析.pdf,5959d957144dc6fd1ccc6e7b3a6df09f246e41fd73c90b934095b6491e9a032e,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000320,针灸甲乙经/论文/针灸甲乙经/542-杨骏教授应用滋肾益髓法治疗亨廷顿舞蹈病经验.pdf,3f482597bcb7856432fd3f6fbdf5eb763564e299b38398a38d39fad6b60d05ad,3,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000321,针灸甲乙经/论文/针灸甲乙经/543-浅谈人体的阴阳五行.pdf,248ddbb75fa438e0fac072a9ff587588d484516673745f4b6ed8205f588c9027,1,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000322,针灸甲乙经/论文/针灸甲乙经/544-睛明穴的解剖学研究及针刺应用.pdf,081c24e35b81c370d9b0c0c1b1202a8a48327309754dbc4ae55170d5d521d9bd,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000323,针灸甲乙经/论文/针灸甲乙经/545-略论_缪刺_与_巨刺_.pdf,d0ed848cc554aef54ca13f597699fa5a64db050ba5649678cab008db6e84ea53,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000324,针灸甲乙经/论文/针灸甲乙经/546-古朝(zh(u))那县址及皇甫谧籍贯又考.pdf,e22c22c24ff799105d1a8d5b32e58cf257fbace92b39739ea18e5a413d3bfe28,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000325,针灸甲乙经/论文/针灸甲乙经/547-胸痹心痛的病名演变.pdf,6c8c1480bebde814f5ea04b2dcec688ae147661630bd871932ffb96787eebd73,4,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000326,针灸甲乙经/论文/针灸甲乙经/548-针刺长强穴为主治疗神经系统疾病验案2则.pdf,15e26bcba52b7987c34d6e2f9702fcb2a80731fb16eefd8c9d9c8977000ebb37,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000327,针灸甲乙经/论文/针灸甲乙经/549-关于髓会所在的思考.pdf,2a4536b6f02cd00ec1412bfa6993f35fe7663f10321f77fd5130dfeb41b09944,4,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000328,针灸甲乙经/论文/针灸甲乙经/55-《针灸甲乙经》中心痛的疗法特点分析.pdf,b845cb6a3367f1920f3e9af383d87d66ae444b00a3e379c93124d4cd4b8d481f,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000329,针灸甲乙经/论文/针灸甲乙经/550-王冰次注《素问》条例简析.pdf,7e8a41220decfc505b14148a25ba9ff2f0f9615e240a0a05ef2c25886508a76c,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000330,针灸甲乙经/论文/针灸甲乙经/551-浅谈人迎穴的应用.pdf,21a200427042d3c1333dad77ca11f69a5d1e5f0cf4392453f75d334ce9502a6b,3,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000331,针灸甲乙经/论文/针灸甲乙经/552-环跳穴的临床应用.pdf,9eb02cd42ceaf048c60fe73913a5e119a49a466217dfa0ed98eaca15f8c4ede6,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000332,针灸甲乙经/论文/针灸甲乙经/553-古《明堂经》考析.pdf,d461b067850595c82ab7ec25c21c04777e54f49dc3446b30f0d45e22cb518ce4,3,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000333,针灸甲乙经/论文/针灸甲乙经/554-瘢痕灸预防脑血管病的复发.pdf,aa358c2a32b10045df205a2e3010cce180638ff9d181b03370ed2369a49bdf8d,1,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000334,针灸甲乙经/论文/针灸甲乙经/555-完骨穴的临床应用举隅.pdf,04d64c4f483a63acbab8be3fa7736d50cfb700e9f58d6f0d0dfa4f356ce81d25,1,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000335,针灸甲乙经/论文/针灸甲乙经/556-百会穴的临床应用浅析.pdf,9c4414e8a9d7489bcafcbbc1e3fcd708e2900bc4052898284d71c325732ca623,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000336,针灸甲乙经/论文/针灸甲乙经/557-析哑门穴.pdf,81de3c8d2805397dd933a827c1233a53718d840b9126b1e6295ef55286730c74,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000337,针灸甲乙经/论文/针灸甲乙经/558-穴法派的形成与发展.pdf,1ada58bae1b9cdf7e957d3aad68a5c9bb1765ea2c85311a4d318c7ba3df6ca85,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000338,针灸甲乙经/论文/针灸甲乙经/559-独取神阙穴临床应用体会.pdf,921b3f594875d2e54f77410c854ab56f36c101e281d3ddfd0e8791936673cbf0,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000340,针灸甲乙经/论文/针灸甲乙经/560-化脓灸疗法临床应用及研究概况.pdf,866fdec73b823a7a7438817edf58e39ef6e1c577410af8c2917ee5687780ec94,4,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000341,针灸甲乙经/论文/针灸甲乙经/561-支沟穴的临床应用体会.pdf,0af059c31f507dcef54f6aa20d901f323bd6caff5ec6cda54f06230c0217f9be,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000342,针灸甲乙经/论文/针灸甲乙经/563-调达全身阴阳气血之会——大椎穴.pdf,026b5754193fc59adaf95a0a5beb5350965fe3e4f10f63b8fdcdebb078045360,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000343,针灸甲乙经/论文/针灸甲乙经/564-临床放血疗法举隅.pdf,7ba95966f9651c824c3a7011b14fb5b23d52b84387fd7cf2ddbd0b13af6e603e,3,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000344,针灸甲乙经/论文/针灸甲乙经/565-率然之谷解头痛.pdf,b63d385cd151965edda5d80fded4461e9a981431696e48058fcc63e43baeeace,3,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000345,针灸甲乙经/论文/针灸甲乙经/566-从郄穴论治带状疱疹急性期疼痛的思路探析.pdf,a7615170e9888336a5042c62b757de8d8de69000f3037cb3de129d7f3cf57647,3,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000346,针灸甲乙经/论文/针灸甲乙经/567-强健人体_根基_——_建里穴.pdf,16376faf33f792fa77ac1293fed4487588c93d1c0d9b0ba6cfb01adb052d7365,3,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000347,针灸甲乙经/论文/针灸甲乙经/568-关于龈交穴与上唇系带的探讨.pdf,4f8cf25e5b73cc8857e3687983e3bdae03be4b3006e309ecb098ad8d79bf505b,4,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000348,针灸甲乙经/论文/针灸甲乙经/569-肾经然谷六的效用.pdf,366799a1257e34e63f8021d8a07b0ef460b3ee15aae047cf3edd8e0547310ec0,3,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000350,"针灸甲乙经/论文/针灸甲乙经/570-巧用穴位,护眼养.pdf",4957dfb61fa4fc6cd4e4df8a967f1567857d0ffa57e25a77c7b0ea0e936d8360,3,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000351,针灸甲乙经/论文/针灸甲乙经/571-浅析环跳取穴与针刺特点.pdf,f30f615025af55ed6a1d44ab3c9e93e63f93ea5940eb3c8d9eadff791011989f,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000353,针灸甲乙经/论文/针灸甲乙经/573经络和穴位是如何发现的_.pdf,4ccdaf48d1eeedc2c7a804a8c5a325b3b4ebffb3de97ec6ba3d999d21a9ac226,1,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000354,针灸甲乙经/论文/针灸甲乙经/574-腹结穴的临床应用.pdf,c17d479895728cf40edefe93be6af27e7a1860154918a7cf4271e37fce188b1b,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000355,针灸甲乙经/论文/针灸甲乙经/575-_脱疽_的历史演变及现代意义.pdf,41093bc53cc58d2a1157c659900fd384d259d3dd46ca3aab88b0595c880f685f,5,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000356,针灸甲乙经/论文/针灸甲乙经/576-身柱穴的临床蜂针治疗功用.pdf,72dda9cd1e4ee6d05824efe62f83b1ca8991851236825f2adfe70571ce1789af,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000357,针灸甲乙经/论文/针灸甲乙经/577-《灵枢·刺节真邪》古诗《凡刺痈邪勿迎陇》义证.pdf,868191748b5fd797b98e9756ef4b071d587acdf3966871879a8bf16205d58eea,3,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000358,针灸甲乙经/论文/针灸甲乙经/578关于胸部胃经循行与其经穴关系的思考.pdf,18db4a023a882cab801076372c403eff8d266e1706b53b77178b67f9789a5d8a,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000359,针灸甲乙经/论文/针灸甲乙经/579-风池穴临床应用研究.pdf,c4840d18c0dd4b83d306e18299427154d7ec7f135799024b91df9f1732e73de3,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000360,针灸甲乙经/论文/针灸甲乙经/58-《针灸甲乙经》_知__纂_考.pdf,f08f16a24383ba3516da57ed4c7110346f3bd0c4e1ef11f6b7aee87db2acb4f4,3,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000361,针灸甲乙经/论文/针灸甲乙经/581-医圣_张仲景.pdf,08ac580cbfff3b4a48cbde3a3bdd01e5c39bec556a72a84971d11e0b55f81293,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000362,针灸甲乙经/论文/针灸甲乙经/582-远道取穴法临床运用三则.pdf,40a8a95dca8e2186093ee599860add103616e64cb3090548d2415b56f747cff2,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000363,针灸甲乙经/论文/针灸甲乙经/583-以前带下病症文献整理研究.pdf,800ce73646652572779671735ebfe82805eacae0d8999f3df414f25c4b210eb4,4,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000364,针灸甲乙经/论文/针灸甲乙经/584-浅谈人迎穴治疗咽部疾病.pdf,7eda13e6efd95cbda03121efec9d6ab8697a193a838641465660a6d38b51dadd,1,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000365,针灸甲乙经/论文/针灸甲乙经/585-周庆教授舌针临床经验撷要.pdf,088e0b15048bc0bde8cbccd1cd7b87e921f30432fa21aaa21e93ecf2fe3fc62d,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000366,针灸甲乙经/论文/针灸甲乙经/586-从肾虚角度探究痴呆的病因病机.pdf,ceccba14a2843619cb073ab92d7382b41ec502f9246d6c7b03662d97b6a039cd,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000367,针灸甲乙经/论文/针灸甲乙经/587-王丽平巧用率谷穴_一穴三透法_治疗不同疾病.pdf,bdeb3e04f4c8937eac0ec3ff977d60c4df7b6c86c48ae07265fb7ae6643dc24d,1,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000368,针灸甲乙经/论文/针灸甲乙经/588-三阴交穴临床应用举隅.pdf,ecf5c29430dcbac739603fd9d607b49eebd7d39fa24899b7186dfc3e7e4d73e1,1,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000369,针灸甲乙经/论文/针灸甲乙经/589-试论_经脉、络脉是同时运行的两套系统_.pdf,512d8455872441d7dd345c486fd5797450f73c2979cdbf3496ef756191f9665b,4,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000370,针灸甲乙经/论文/针灸甲乙经/59-《针灸甲乙经》对咳嗽的疗法特点分析.pdf,7dd176e9111521d465c09474f1eefaef2a071dbe1ccd4feaa7656f33e3d00f2c,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000371,针灸甲乙经/论文/针灸甲乙经/590-浅谈中药的煎服方法.pdf,b8135139856a2481f195a20b94adad2c6bd11fcbc309cb52ddd53036045ee018,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000372,针灸甲乙经/论文/针灸甲乙经/591-针刺中脘穴治疗胃痛83例.pdf,9b45a763a62c17bd7cf8b0b9c278d27abdd502e3156e06a87ad42649e6205eca,1,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000373,针灸甲乙经/论文/针灸甲乙经/592-中药煎煮的正确方法与注意事项.pdf,2cc067209af255d5bd5fead607fe9b87d665bd727c7fc7903b6124953be6aae4,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000374,针灸甲乙经/论文/针灸甲乙经/593-上星穴浅析.pdf,35fc6c5927ce13d126d0547d28e0970594df53024dc9c561b3312c58a246a125,1,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000376,针灸甲乙经/论文/针灸甲乙经/595-浅析迎香穴治疗胆道蛔虫症.pdf,f70ece199c28dba0bbbf418d65e3b05def0ce92d3e3bd6c702184ee9c9377749,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000377,针灸甲乙经/论文/针灸甲乙经/596-浅谈神阙穴拔罐养生.pdf,e7ac4e6ac90453cc0cc9b8e815af3371efdfd76578e5d855292f15ac8523d634,1,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000378,针灸甲乙经/论文/针灸甲乙经/597-皇甫谧哲学思想刍议.pdf,dd5a1a7ececea5405d284f5a9b0a3a2a855938ba3e85e474fef3d20290150eeb,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000379,针灸甲乙经/论文/针灸甲乙经/598-悬钟穴临床应用举隅.pdf,77e4309812667bc475bcad335c3b0a22f61362ebfb3a386f011df63ba3d591e9,3,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000380,针灸甲乙经/论文/针灸甲乙经/599-针刺治疗奔豚气1例.pdf,3d811026b8a8eaa0c8bdcbc19d71a38d8099b071d8ef89798c76d8e8dbb46fe7,1,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000381,针灸甲乙经/论文/针灸甲乙经/6-《针灸甲乙经》针灸禁忌浅析.pdf,65388529561c65aa1b07ade389f77e7b2ec2980a6d880279587f4cd006d9c512,3,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000382,针灸甲乙经/论文/针灸甲乙经/60-浅析《针灸甲乙经》中蕴含的调和思想.pdf,9df2cf95a87ffabd262110273c6173f81cfdb7f6abcfe9cb396c4b6364196103,3,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000383,针灸甲乙经/论文/针灸甲乙经/600-刘衡如《灵枢经》校注的成就.pdf,85bac49aee76e9b90c5d9edddfd47f556005600fe80e6d8f676549ae5bc31d7b,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000384,针灸甲乙经/论文/针灸甲乙经/601-矢志苦学皇甫谧终成大家.pdf,42f991dd4785ab6160c7aac5c7d3da2878fcbcebfce5d8517c682df35257a549,1,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000385,针灸甲乙经/论文/针灸甲乙经/602-《伤寒论》针刺取穴与配穴浅析.pdf,70be421e8f673e68d05565ad7630d56cdf31189d36f3af361c432be111305094,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000386,针灸甲乙经/论文/针灸甲乙经/603-百会穴的临证应用及实验研究.pdf,03781d6b21812e852bbc848acc35ffd7c407f02af4fb09f4bef10a25f7d5463a,3,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000387,针灸甲乙经/论文/针灸甲乙经/604-风门穴的临床应用.pdf,ac69b25d7bd228f5ff1480c1f6832283281a370f1afa5dfa4967919d533607e7,1,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000388,针灸甲乙经/论文/针灸甲乙经/605-刘冠军针挑疗法治验介绍.pdf,16d8db411fc98ea8897de51743e9c719f496b016eb9b408f2725ec7bb87d1462,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000389,针灸甲乙经/论文/针灸甲乙经/607-下关穴的应用.pdf,128219c665e7bc914fc67dcfda28deb46e4dd28a0c85610f310ef6f6ba11aabd,1,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000390,针灸甲乙经/论文/针灸甲乙经/608-环跳穴的应用.pdf,57d146571a3bbc9b4e0b75f1a62df072a1db54c686a9aec8f88995a2c8c38605,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000391,针灸甲乙经/论文/针灸甲乙经/609-左病治右_法临床运用概况.pdf,812344e42aa7a4e32248ef8d5810cb4ad7c155484895c3ec4cd1e31330d26f95,3,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000392,针灸甲乙经/论文/针灸甲乙经/61-浅析《针灸甲乙经》之郄穴的价值.pdf,68e583c42aae35737b0c33f660e16e5871634085e38bae0cd9d771d9cd9e0a22,4,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000393,针灸甲乙经/论文/针灸甲乙经/610-缪刺_与_巨刺_辨析.pdf,f0d5b396d72d9a77dd9bbee1650c6b86f6e5cc69a989e1b0cc8e0f97786842cc,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000394,针灸甲乙经/论文/针灸甲乙经/611-翳风穴及其临床应用.pdf,93cc22214961e3ef4f789f945f0fe22353c5e17e5e9dda3f0d44efa88c3f4a35,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000395,针灸甲乙经/论文/针灸甲乙经/612-背腧穴浅析.pdf,e23299dd1f4c048fb63696437e0e3501d98d1c7938e54bec83bf81b18613df69,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000396,针灸甲乙经/论文/针灸甲乙经/613-五输穴的临床应用.pdf,6faf68d0258a76f59d94fd64f603435518e0bbb9632f4ac9dc4c3171ef607745,3,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000397,针灸甲乙经/论文/针灸甲乙经/614-中药剂型改革的现状及思考.pdf,5a4501277b9df9d4f7a10ab2673d1de3a888b3254444fdd4ae043a9133264968,3,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000398,针灸甲乙经/论文/针灸甲乙经/615-肝经取穴治疗腰椎骨质增生76例.pdf,f4bd777dc0afb374ef556835b73e5ea9a4df825be27c4d246c97f7e806e43ccd,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000399,针灸甲乙经/论文/针灸甲乙经/616-张灿玾对经典医籍研究的贡献.pdf,310227754a7f27a401618f5f25a0d542f32ba877827da12fda9601fd943ff973,3,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000400,针灸甲乙经/论文/针灸甲乙经/617-临床放血疗法举隅.pdf,b7ed1f193daaca9b95e9f9cb00798215724596c2f32979f9cdeb2a0aacb0e794,3,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000401,针灸甲乙经/论文/针灸甲乙经/618-率然之谷解头痛.pdf,b11f51157470c658287ec3c8285d6aa912e61e81407d917c9bbfe6479875bb85,3,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000402,针灸甲乙经/论文/针灸甲乙经/619-从郄穴论治带状疱疹急性期疼痛的思路探析.pdf,f81cbd22140a3d18af5b05f1736547b7cd316a43e39741184df33d0daf4597ee,3,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000403,针灸甲乙经/论文/针灸甲乙经/62-建国后出版的《针灸甲乙经》目录学梳理.pdf,732fd8dfc31510c2ac6965bb4107a30b1a13079745eff08b3ed0f52e6143a40e,3,yes (print:yes copy:yes change:no addNot,YES,YES,NO
